frame,rotation_correction_deg,translation_correction_cm
0,0.0,0.7425265903909776
1,0.0,1.9684945024897926
2,0.0,1.7802725610561239
3,0.0,2.019319921472596
4,0.0,3.117150193264591
5,0.0,3.53597606065894
6,0.0,2.9109800038571114
7,0.0,2.25291906789342
8,0.0,2.1643260454425937
9,0.0,2.91146704991856
10,0.0,5.363067604750847
11,0.0,4.995668994442149
12,0.0,2.729870594015827
13,0.0,2.3097619727028387
14,0.0,2.394788162619703
15,0.0,1.340542103614248
16,0.0,1.3604431028958963
17,0.0,1.7249842499340882
18,0.0,0.17049187079083902
19,0.0,2.0984945921984086
20,0.0,2.4787217563970727
21,0.0,0.265310966289392
22,0.0,2.744541779465384
23,0.0,3.036667337618299
24,0.0,3.0149657825625966
25,0.0,2.934607922958068
26,0.0,1.525417305458481
27,0.0,2.046881773763213
28,0.0,1.4548888243447242
29,0.0,0.7694264285486615
30,0.0,2.0136512851812354
31,0.0,3.4139246273244233
32,0.0,2.2678426269881684
33,0.0,1.2963509042257504
34,0.0,1.6553269248641411
35,0.0,1.0033614720232105
36,0.0,0.2584206841111334
37,0.0,0.19141518792614348
38,0.0,0.5765555568269859
39,0.0,0.6185355341076999
40,0.0,0.28372887530579144
41,0.0,0.5449466791089165
42,0.0,0.9324244653572455
43,0.0,1.1160183451928307
44,0.0,1.3618142242944626
45,0.0,1.2651987539042877
46,0.0,0.5325500742475824
47,0.0,0.42948671488569173
48,0.0,0.4783221995775013
49,0.0,0.20443909017952783
50,0.0,0.40576491906419776
51,0.0,1.121115293756101
52,0.0,1.882032259654377
53,0.0,1.263363455385496
54,0.0,0.46531904498143123
55,0.0,0.646766695967452
56,0.0,0.8686211247748358
57,0.0,1.6159065609789456
58,0.0,2.3097478686634365
59,0.0,2.0362376541115763
60,0.0,1.250205995672033
61,0.0,1.0361826078534717
62,0.0,1.5177070570765385
63,0.0,1.2005155405093921
64,0.0,0.845989750746735
65,0.0,2.287059977043822
66,0.0,1.9385645007126002
67,0.0,1.1351219831347277
68,0.0,1.0141391941450708
69,0.0,0.9649716059857354
70,0.0,0.7496768393990196
71,0.0,0.6118059557911085
72,0.0,0.9993997055022167
73,0.0,0.8964815091134842
74,0.0,0.4213017416320729
75,0.0,0.4941531228448475
76,0.0,0.4722263192912821
77,0.0,0.4524696449410138
78,0.0,1.0647319754760356
79,0.0,0.8392667481984433
80,0.0,0.4549547223835602
81,0.0,0.7468952296676266
82,0.0,1.3191632665986623
83,0.0,1.4272899711799563
84,0.0,1.0046642279026905
85,0.0,0.44823353959878526
86,0.0,0.6181107381989421
87,0.0,1.43291881548385
88,0.0,2.0412765410334015
89,0.0,1.7613494143807324
90,0.0,0.6815809970853446
91,0.0,0.6838382420891397
92,0.0,1.508761228723273
93,0.0,1.5888050294911915
94,0.0,0.7589982159993134
95,0.0,0.5052235128835528
96,0.0,1.2188282500835974
97,0.0,1.0980401794238936
98,0.0,0.6964679892714275
99,0.0,0.5474287070077712
100,0.0,0.14337210007301465
101,0.0,0.7331380574362211
102,0.0,0.8767562178360099
103,0.0,0.28621066527157707
104,0.0,1.7108730835092618
105,0.0,2.4657219321149046
106,0.0,1.480366943774553
107,0.0,0.3378012014938563
108,0.0,0.22566331928150843
109,0.0,0.41857897775555364
110,0.0,1.3710211630143287
111,0.0,1.0703637846204217
112,0.0,0.11133514881834193
113,0.0,0.7470605690966331
114,0.0,1.50276939332998
115,0.0,1.1271765970402803
