frame,silhouette_iou,chamfer_cm,observation_to_mesh_cm,mesh_to_observation_cm,rotation_change_deg,translation_change_cm,symmetry_shape_error_ratio,large_rotation_jump,possible_symmetry_flip
29,0.816261839,2.58437022,2.68583674,2.48290371,nan,nan,nan,0,0
30,0.817542169,2.40063655,2.43599567,2.36527743,0.825351556,1.24062445,nan,0,0
31,0.810896573,2.19394685,2.25428297,2.13361073,0.954917751,1.18881528,nan,0,0
32,0.835511811,2.23027078,2.2618651,2.19867646,2.87414076,4.21442961,nan,0,0
33,0.830697418,2.42005125,2.47850449,2.361598,2.58110187,1.47820593,nan,0,0
34,0.820302947,2.70085053,2.80412916,2.5975719,1.33461486,0.868941238,nan,0,0
35,0.789806548,2.93193901,3.31127939,2.55259863,7.35882787,3.11916796,nan,0,0
36,0.817678473,2.40229425,2.46287797,2.34171052,5.80512386,1.40578932,nan,0,0
37,0.837852154,2.57244278,2.62605476,2.5188308,2.42512531,1.26974635,nan,0,0
38,0.858778701,2.32470737,2.35113274,2.29828199,2.2428938,1.85104124,nan,0,0
39,0.846283382,2.45055932,2.51495425,2.38616439,2.03526776,1.1274217,nan,0,0
40,0.867983638,2.19019778,2.21691406,2.16348151,0.713626178,1.74678212,nan,0,0
41,0.874803689,2.34858951,2.46067962,2.23649939,2.89123333,0.354556699,nan,0,0
42,0.817336228,2.76530965,2.85268188,2.67793743,1.78416564,7.03404413,nan,0,0
43,0.786447074,2.91187191,3.02532144,2.79842238,1.36295604,1.20409983,nan,0,0
44,0.826691086,2.93553331,3.05700816,2.81405845,0.246942426,2.78049516,nan,0,0
45,0.840728576,2.52205339,2.57143336,2.47267342,1.45153561,1.2069337,nan,0,0
46,0.852922235,2.58759656,2.68502188,2.49017124,1.26578008,1.98316438,nan,0,0
47,0.797500293,2.55401088,2.66418912,2.44383263,3.24712852,1.53066711,nan,0,0
48,0.828638083,2.05075317,2.14033497,1.96117138,2.9746963,4.59088245,nan,0,0
49,0.816827396,2.30904116,2.39144425,2.22663807,1.85884142,1.65619449,nan,0,0
