frame,selected_candidate,selection_chamfer_cm,normalized_data_cost,rotation_change_deg,translation_change_cm,transition_cost,cumulative_objective
275,0,4.191093001305588,0.10975241382440903,0.0,0.0,0.0,0.10975241382440903
276,0,9.877406404391788,0.2586602575674107,0.0,10.569729840600012,0.011171918890327034,0.37958459028214675
277,0,3.2534461733268203,0.08519819785892879,0.0,4.604724139881407,0.002120348440440656,0.46690313658151616
278,0,4.237402285969052,0.11096511795020954,0.0,4.558404849322938,0.002077905477033087,0.5799461600087588
279,0,2.1793394269122466,0.057070497498340596,0.0,2.4127369391833695,0.0005821299537699935,0.6375987874608694
280,0,2.0096563020354425,0.05262699492402489,0.0,8.089892953686057,0.0065446368002099325,0.6967704191851042
281,0,2.75528197993984,0.07215274105611415,0.0,4.9399692847027294,0.0024403296533806397,0.771363489894599
282,0,2.434779727974588,0.06375972859411735,0.0,5.137844206015886,0.0026397443085291006,0.8377629627972455
283,0,2.6845232463318,0.07029977768588554,0.0,3.316415290122727,0.0010998610376559811,0.909162601520787
284,0,2.3879830415481678,0.062534260847951,0.0,6.681000383261831,0.004463576612114474,0.9761604389808525
285,0,38.3803339038092,1.0050681977273372,0.0,86.697517958042,0.7516459620085014,2.732874598716691
286,0,2.104598028278458,0.05511323983068317,0.0,86.72799546458299,0.7521745197304728,3.540162358277847
287,0,2.4130519036811884,0.06319074070417781,0.0,6.179781053237619,0.003818969386595465,3.6071720683686204
288,0,2.390373196080578,0.06259685197376559,0.0,0.9610852744311502,9.236849047283993e-05,3.669861288832859
289,0,2.4614741700239513,0.06445877761300116,0.0,3.7789801024589016,0.001428069061478029,3.7357481355073383
290,0,2.364610321199044,0.06192219796240775,0.0,1.1053933791999775,0.0001221894522779145,3.797792522922024
291,0,2.4151919361364764,0.06324678186755865,0.0,8.232164398930731,0.006776853069102255,3.867816157858685
292,0,2.625124857511405,0.06874430837315774,0.0,11.70819005265688,0.01370817143091335,3.9502686376627563
293,0,2.425080364286545,0.06350573075226752,0.0,5.7064327995115836,0.0032563375295341602,4.017030705944558
294,0,1.9839831093064766,0.05195468942478985,0.0,2.3101929988397965,0.0005336991691888411,4.069519094538537
295,0,2.3779339517956606,0.06227110470783856,0.0,2.18818964252993,0.0004788173911675263,4.132269016637543
