outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.17252411590468553,5.959791721018799e-07,5,2,True,7371,0,4453,1.0,`ftol` termination condition is satisfied.
2,0.16156948826323436,5.333319830300327e-07,5,2,True,7464,0,4453,1.0,`ftol` termination condition is satisfied.
