frame,rotation_correction_deg,translation_correction_cm
275,0.0,6.922085176859662
276,0.0,6.647957865050194
277,0.0,1.7507265729171981
278,0.0,5.087449593650598
279,0.0,6.67660581587961
280,0.0,5.911707455585461
281,0.0,9.460370576982804
282,0.0,9.22411517386134
283,0.0,11.988945137666045
284,0.0,13.975535720384633
285,0.0,72.58282751525773
286,0.0,14.086875500429413
287,0.0,10.280180677076162
288,0.0,8.451261871896472
289,0.0,9.002339212695443
290,0.0,6.97440708147867
291,0.0,8.274247336275856
292,0.0,6.080952942824261
293,0.0,1.6346745284973516
294,0.0,4.390672466926456
295,0.0,6.514209044989304
