frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
275,24,12,4.183614293201582,1.0,2.318379072730165
276,24,19,9.813724336172852,1.0,2.8816183523427323
277,24,15,3.2407361160895096,1.0,2.8005744861325645
278,24,11,4.20139173007273,1.0,2.416817826869656
279,24,13,2.1745773562020725,1.0,2.164056284236717
280,24,6,2.0059166327034488,1.0,2.0237621661472462
281,24,11,2.748499123830207,1.0,2.7779510107089274
282,24,20,2.4313157638537746,1.0,2.5392138208620656
283,24,5,2.6743959171762133,1.0,2.7656524908071893
284,24,5,2.370053453009308,1.0,2.464598629203089
285,24,5,38.31455057535849,0.0,0.0
286,24,5,2.0883851810185656,1.0,2.212874341853415
287,24,20,2.394840832784515,1.0,2.5114047036256215
288,24,5,2.3645657389750845,1.0,2.4436795075248203
289,24,20,2.4477227701460524,1.0,2.5412121638914646
290,24,5,2.352370550483539,1.0,2.4228682710816623
291,24,5,2.405833374627378,1.0,2.4502920090727014
292,24,5,2.616531925665957,1.0,2.681612212055564
293,24,20,2.4142552675680893,1.0,2.503563116056967
294,24,5,1.9735204627124643,1.0,2.0564709202794913
295,24,20,2.3717399367571494,1.0,2.438330997340554
