frame,candidate,selection_chamfer_cm,normalized_data_cost,icp_fitness,icp_inlier_rmse_cm,selected_independently,selected_by_temporal_path
108,0,5.730336894305838,0.04255686664070973,0.8242,5.214091258389755,False,False
108,1,7.01743681328696,0.05211563091856171,0.8028,5.567018387770759,False,False
108,2,7.281608073893096,0.05407752274364705,0.7712,5.43464738260095,False,False
108,3,7.6586216623591525,0.05687744835046933,0.7286,5.357192112507596,False,False
108,4,5.747807544407821,0.04268661400813858,0.8716,5.047784462458025,False,False
108,5,5.565202137639535,0.041330478393942396,0.9094,5.000627910940249,False,False
108,6,8.832050887383552,0.06559202691064037,0.726,5.406453587493933,False,False
108,7,6.933023159017498,0.051488725259494765,0.7864,5.082857275303821,False,False
108,8,7.4013170908470345,0.054966552614693805,0.8112,5.56383631772194,False,False
108,9,9.311004625900313,0.06914902028696022,0.7434,5.836582683712215,False,False
108,10,8.027742914881621,0.0596187608086356,0.7368,5.512024559919655,False,False
108,11,9.896912636419561,0.07350031926419281,0.653,5.387240192948878,False,False
108,12,9.342589764495973,0.06938359018325715,0.7308,5.881907573822327,False,False
108,13,9.939296392721081,0.07381508607422949,0.7204,5.539160272045551,False,False
108,14,7.556193927407209,0.0561167594874827,0.7794,5.059962556197584,False,False
108,15,6.437368460053898,0.0478077006857746,0.8216,4.880099332554109,False,False
108,16,9.477135174959967,0.07038280387624708,0.7024,5.309311822618448,False,False
108,17,7.16761439057689,0.05323093831619538,0.764,5.3504149737858695,False,False
108,18,8.827159594016642,0.06555570127685031,0.6898,5.573025375965318,False,False
108,19,8.297503700586754,0.06162216374879329,0.7296,5.373356713430058,False,False
108,20,5.926049071821266,0.044010340876537525,0.8818,5.076729938291178,False,False
108,21,3.5950810934201147,0.02669919578502379,0.9956,4.157659864783826,True,True
108,22,7.679362312919473,0.05703148067286458,0.7316,5.379627952350995,False,False
108,23,7.77035475999768,0.05770724433336891,0.7658,5.448760935779188,False,False
109,0,5.726666359699065,0.04252960708256477,0.7948,5.352862078293794,False,False
109,1,6.824445187921725,0.05068236111000938,0.7474,5.420374891478532,False,False
109,2,7.535006325527191,0.055959407840576854,0.7416,5.6229407087289545,False,False
109,3,7.432572494612763,0.05519867370537198,0.7174,5.5179954060819245,False,False
109,4,5.672737555023514,0.042129099923735966,0.8048,4.9772727201050895,False,False
109,5,5.181046601326591,0.03847751246371837,0.8794,5.125230903856152,False,False
109,6,7.419388059280914,0.0551007583006585,0.729,5.284451054283299,False,False
109,7,6.84183839366079,0.05081153332985344,0.7592,5.124044731112894,False,False
109,8,6.980446575409989,0.05184091956225339,0.741,5.467829581011342,False,False
109,9,8.523052780732007,0.06329722444796691,0.7296,5.675372426440722,False,False
109,10,7.787715958345315,0.0578361788474177,0.7122,5.592866682792626,False,False
109,11,9.125373028748914,0.06777041039543288,0.6162,5.260700211284155,False,False
109,12,8.546473926820434,0.06347116371350088,0.7038,5.625952301718888,False,False
109,13,9.196519200629087,0.06829878389328259,0.6978,5.6239064232087825,False,False
109,14,4.077497162036544,0.03028190246983413,0.906,4.591200861132054,False,True
109,15,6.121046048428798,0.045458503607959895,0.8016,5.003436284936737,False,False
109,16,9.23663455149991,0.0685967041846622,0.7156,5.701405670809822,False,False
109,17,7.362386893473522,0.0546774339732458,0.7498,5.537559296756432,False,False
109,18,7.530566531804324,0.05592643530984064,0.7166,5.5007328627386585,False,False
109,19,7.643069472810923,0.056761948604331765,0.688,5.346439027679355,False,False
