outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.16295223265970082,1.0515975628482036e-06,5,2,True,8179,0,4413,1.0,`ftol` termination condition is satisfied.
2,0.13711750883969187,4.76017787348296e-07,5,2,True,8255,0,4434,1.0,`ftol` termination condition is satisfied.
