frame,selected_candidate,selection_chamfer_cm,normalized_data_cost,rotation_change_deg,translation_change_cm,transition_cost,cumulative_objective
252,1,2.1284045190753624,0.019260271676036222,0.0,0.0,0.0,0.019260271676036222
253,1,1.698867642023019,0.015373324024516334,4.386704761801253,5.570030435191395,0.003316337001198174,0.03794993270175073
254,14,1.8168240074398163,0.016440729972720336,2.86421758809815,3.323493881876912,0.0011957138515314462,0.05558637652600251
255,10,2.7313691619672715,0.024716594818118002,5.13756507595248,5.3686535279551,0.003175517124874103,0.08347848846899461
256,2,2.661057494364784,0.024080333333103218,5.018056131333515,10.494355986328486,0.011292938393859005,0.11885176019595683
257,2,2.8089373808631426,0.02541852199219192,2.9601363373215768,0.6581727862425396,0.00014067922093871123,0.14441096140908746
258,1,2.8586147090419107,0.025868060051469455,18.943255389334073,10.463554439911611,0.014935785204427562,0.18521480666498447
259,1,2.5161220918725133,0.022768789779019104,4.897047343658481,4.5167043427795255,0.002306518175186482,0.21029011461919006
260,2,6.043088680853756,0.0546848725007342,27.146252194946904,48.61687889390943,0.24454808031885733,0.5095230674387816
261,1,2.698041022599343,0.024415003173799393,26.689123036177946,48.70680987108863,0.24514988043117367,0.7790879510437547
262,1,2.58748457641803,0.023414560274009732,4.104358195871928,3.884087679884232,0.0016957887793919708,0.8041983000971564
263,1,2.762095389296954,0.02499464134576136,7.494791688941366,4.38018601632347,0.0025427352033220614,0.8317356766462398
264,1,2.762317905776379,0.02499665493284394,2.2373186002539533,10.762931721154553,0.011639687640301736,0.8683720192193854
265,1,2.6774463901782024,0.024228639063056195,2.5498469593752047,3.5844479887556244,0.0013570680663675904,0.8939577263488092
266,1,2.4189752143207675,0.021889692202709643,3.493979319669758,10.253429427972826,0.010648924742178354,0.9264963432936972
267,10,2.493777164003962,0.0225665869658449,1.682338976011746,4.801066561632782,0.0023364713954807112,0.9513994016550228
268,1,2.2123179675621727,0.020019617843855465,5.815592185463717,4.876470840699431,0.002753786924548366,0.9741728064234266
269,10,2.287590577939706,0.020700771690618368,1.940440187453184,6.37864223932881,0.004110544438635892,0.9989841225526809
270,1,1.9366660524109656,0.017525199735713898,5.271697137637423,3.338707794671946,0.001423483537275594,1.0179328058256705
271,10,1.6545801955819974,0.014972559864016174,1.9426594327339344,3.5670663338575075,0.0013143287304760768,1.0342196944201627
272,4,1.4927179262067283,0.013507842394039286,2.558593754610731,6.158439872742999,0.00386537596663167,1.0515929127808337
