frame,rotation_correction_deg,translation_correction_cm
66,137.51997258525407,1.3477162749426912
67,13.718359621824145,5.604782492502403
68,38.638746238253226,2.8730072339506014
69,125.7811414164191,1.4816283362839382
70,38.44806826539137,3.663944656868317
71,24.458335879172413,1.1869655863736543
72,9.699841617288557,0.7590016601155022
73,41.34368750067396,3.382604033528895
74,1.295295939682919,2.213335586322493
75,27.915352795506617,5.111747959568328
76,28.284656083040346,4.568361480207631
77,90.84554323351483,2.4472464234514795
78,8.20184141552444,7.816274621976587
79,12.892697020118822,2.326101360583036
80,11.335794867479759,2.314769329160798
81,100.5753073229852,6.323134269866788
82,19.659685236149894,6.268950372516037
83,105.02870015077733,6.104474543054727
84,82.41960362157671,2.288474692142463
85,4.310481359945547,2.7492531990715277
86,89.14470470008106,1.5756413838076004
