frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
5,1,0,4.9566266094590565,1.0,1.2292374766400531
6,1,0,1.5924131719279366,1.0,0.8809082762553386
7,1,0,1.376376660840546,1.0,1.140050810033869
8,1,0,1.283468870054469,1.0,1.0253795961974395
9,1,0,2.423407707681471,1.0,0.7543567002132651
10,1,0,1.469190814437392,1.0,0.7249122704054836
11,1,0,2.0110713591685614,1.0,0.9787467646143199
12,1,0,1.183264566826092,1.0,0.7113454142681557
13,1,0,2.693504423631745,1.0,0.617912086503761
14,1,0,1.3654658921141392,1.0,0.9782209908759012
15,1,0,1.2645508718175835,1.0,1.3295173252229162
16,1,0,0.9544354397029001,1.0,0.7033609719293634
17,1,0,0.8929708925411666,1.0,0.6887870806304454
18,1,0,0.7356908425811046,1.0,0.6299104741850359
19,1,0,1.2958576464535083,1.0,0.7177050357187734
20,1,0,1.8217784998543312,1.0,1.084934129263403
21,1,0,1.6992835158144557,1.0,0.6323598268314241
22,1,0,0.6241705107367665,1.0,0.6816348475375085
23,1,0,3.0496180912814634,1.0,0.6609238935361064
24,1,0,0.8633192258319577,1.0,0.6539590103849653
25,1,0,2.4502223120107947,1.0,0.5347511363391168
