frame,silhouette_iou,chamfer_cm,observation_to_mesh_cm,mesh_to_observation_cm,rotation_change_deg,translation_change_cm,symmetry_shape_error_ratio,large_rotation_jump,possible_symmetry_flip
74,0.789162526,2.58076501,2.47404127,2.68748874,nan,nan,nan,0,0
75,0.779129884,2.92244128,2.91203093,2.93285162,5.66607504,1.99167549,nan,0,0
76,0.762101492,2.66565201,2.6407328,2.69057122,6.81504677,3.32080299,nan,0,0
77,0.779633989,2.63755599,2.70700265,2.56810932,4.41606666,1.60454125,nan,0,0
78,0.769843,2.58585334,2.58192064,2.58978604,1.81749447,5.16006939,nan,0,0
79,0.775162781,3.10988641,3.13005864,3.08971418,4.79628017,3.78620638,nan,0,0
80,0.79047048,2.98179089,2.87302344,3.09055835,6.4269506,12.9391975,nan,0,0
81,0.76345963,3.1039721,3.29215389,2.91579031,11.6301657,10.8015476,nan,0,0
82,0.770247497,2.53005714,2.67368651,2.38642777,5.56934363,1.06671866,nan,0,0
83,0.743375308,2.40188214,2.49445326,2.30931102,3.27993458,1.52978153,nan,0,0
84,0.749449427,2.82022469,3.14107257,2.4993768,2.78056117,5.96202136,nan,0,0
85,0.764024611,2.73548764,2.80615162,2.66482367,6.36687961,4.52289876,nan,0,0
86,0.730144749,2.93855234,3.39603092,2.48107376,3.7008028,2.03515357,nan,0,0
87,0.721570512,2.82480337,3.01625467,2.63335208,1.60932159,3.41816833,nan,0,0
88,0.712176709,2.84426982,3.01727568,2.67126397,6.31351159,8.25943553,nan,0,0
89,0.654832293,2.75322706,3.04122876,2.46522535,2.98147637,5.38417475,nan,0,0
90,0.717319516,2.61176496,2.77882936,2.44470056,3.8166864,9.62392933,nan,0,0
91,0.713119518,2.91817644,3.12098039,2.71537248,1.37424841,0.937457054,nan,0,0
92,0.657584683,2.56534772,2.46631578,2.66437965,4.44761274,2.21374199,nan,0,0
93,0.736789272,2.40204729,2.35117385,2.45292074,4.37171615,5.32020316,nan,0,0
94,0.730625079,2.63613006,2.78369523,2.48856489,2.38315272,1.29986339,nan,0,0
