frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
66,1,0,2.358500876553692,0.9932,1.5111555572019435
67,1,0,9.457684880161404,0.6908,5.417056698055417
68,1,0,2.4473943481841793,0.994,1.499872713810275
69,1,0,2.554615897163809,0.9936,1.538408264221095
70,1,0,2.289727791342445,0.9946,1.3938957914786296
71,1,0,10.04378456505244,0.6628,5.4282026491424435
72,1,0,2.6165742560605376,0.995,1.483741478504905
73,1,0,9.12208802514912,0.6936,5.403352083680163
74,1,0,2.0829939622530507,0.9962,1.3973992682700391
75,1,0,2.2817952477282213,0.9952,1.3699922467816132
76,1,0,10.094176326206934,0.6578,5.358855853765055
77,1,0,2.4805273178768794,0.9898,1.3569197451401231
78,1,0,2.7143917578288694,0.9896,1.437311994535879
79,1,0,2.771917577861195,0.99,1.4465904045996747
80,1,0,2.5030430306497107,0.9902,1.2850737463516813
81,1,0,10.537642897921838,0.8254,5.306742308983061
82,1,0,2.8489530229904094,0.9902,1.3341346562709853
83,1,0,10.025082507734892,0.7816,5.482867943004616
84,1,0,3.0159706242707514,0.9912,1.6263674201043525
85,1,0,10.057245630993378,0.8292,5.380037624836042
86,1,0,3.026148101692516,0.9902,1.5970353670167077
