frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
320,1,0,1.9427200204267292,1.0,1.9394257271431639
321,1,0,2.049769713013976,1.0,2.0006035106280398
322,1,0,2.389041184713369,1.0,2.3588197743905104
323,1,0,2.6129361080481988,1.0,2.594890616332455
324,1,0,2.449016590354032,1.0,2.152161823905472
325,1,0,2.9704570060970124,1.0,2.8982457056712656
326,1,0,2.7123593776383195,1.0,2.6271620637502413
327,1,0,2.0690812314551117,1.0,2.0652351469976997
328,1,0,3.4892920005933235,1.0,2.7233756455746603
329,1,0,3.2777294677132147,1.0,1.9514266513645333
330,1,0,2.8956844920778066,1.0,2.7698806404792093
331,1,0,2.7694423315480594,1.0,2.5871685311415
332,1,0,2.0418111871026525,1.0,2.0142796676260226
333,1,0,2.046826552616042,1.0,2.0383427149031257
334,1,0,1.596209733600641,1.0,1.600243057925103
335,1,0,1.951900774529234,1.0,1.9546309211695017
336,1,0,1.7238094144856082,1.0,1.7387960655942942
337,1,0,2.4995083135590948,1.0,2.3582843295123146
338,1,0,2.3249246307412466,1.0,2.0951528656329934
339,1,0,2.653438741704787,1.0,2.50925415567968
340,1,0,2.640242321637054,1.0,2.4304576898819366
