frame,selected_candidate,selection_chamfer_cm,normalized_data_cost,rotation_change_deg,translation_change_cm,transition_cost,cumulative_objective
9,17,1.7327872416205152,0.010567312521122684,0.0,0.0,0.0,0.010567312521122684
10,17,1.7393360776536904,0.010607250255744641,11.462760854826683,2.316043330056802,0.00199634885305836,0.023170911629925683
11,18,1.886677329677258,0.011505803188261861,11.00770445590713,1.661100002479729,0.0016222537372526785,0.03629896855544022
12,18,2.0221427039148487,0.012331931700161976,28.68453464287158,9.459330019129364,0.018090142748614636,0.06672104300421683
13,17,1.7558941702229491,0.010708228918750838,24.41117154034073,3.9832713073593213,0.008207814986046995,0.08563708690901467
14,13,2.067535439143152,0.012608756925916441,17.16319783529253,3.874297623841906,0.0047740777626261496,0.10301992159755727
15,18,1.9505187053810138,0.011895136484719581,31.916303239206883,6.2463054950449175,0.015219971149931807,0.13013502923220865
16,20,1.664936155482197,0.01015352621493389,14.343335211727759,2.7087544202118696,0.0030196379953016162,0.14330819344244417
17,18,1.8143603498820093,0.011064781862778516,23.976661698143474,1.6930466485936335,0.006674199653067194,0.16104717495828988
18,17,1.5317027338796492,0.00934100914964437,12.007401507804952,2.5297773466816964,0.002241951686485462,0.17263013579441971
19,17,1.5180666227536208,0.009257850037907871,2.589947436399676,1.8927160776372138,0.0004327688342025649,0.18232075466653014
20,17,1.4743784451947108,0.008991419968102217,2.4302471751233927,1.2408578958567589,0.00021959617990650881,0.19153177081453887
21,20,1.8021554812494887,0.010990351108660961,19.34649999033153,1.6967115663266308,0.0044466281458850785,0.2069687500690849
22,0,1.767282360190851,0.010777679200672458,21.28694265393026,4.767496710388541,0.00730772390559784,0.2250541531753552
23,20,1.580607867438069,0.009639254553226496,32.87267871396174,2.841215808731884,0.012814061903082723,0.24750746963166442
24,18,2.258588913572673,0.013773886564483587,26.13425048215486,6.2047270839284945,0.011438742132648153,0.2727200983287962
25,17,1.5754402062372326,0.009607739841205967,23.805028772050182,6.2953054792844565,0.010259524828174632,0.2925873629981768
26,17,1.8068133565528701,0.011018756918002689,13.31450683144715,1.0158843130696487,0.002072936451139131,0.3056790563673186
27,17,1.8353268219004035,0.011192644797685945,32.99840865720189,1.7221376441637744,0.01239540884996345,0.329267110014968
28,4,2.0448587935777383,0.012470464586923715,27.87877105554414,1.437968295504718,0.008842618343748181,0.3505801929456399
29,4,2.088737515232965,0.01273805667995211,14.134008820482302,2.452725485350531,0.002821255178842928,0.36613950480443497
