frame,rotation_correction_deg,translation_correction_cm
108,7.141482464746189,7.108732939233669
109,8.058973208058951,3.5376391736741266
110,5.485621383498135,1.7451632703524387
111,8.438346492949416,5.147370201710482
112,5.129030092273285,3.82258309751668
113,3.4149603096877983,12.197763021764658
114,3.667064650163947,4.4467843147259
115,2.4654580370588435,4.232659730704404
116,3.154385283316594,4.981002327468063
117,2.7467679260134803,8.834992355790574
118,1.545488046587865,3.7545903990782628
119,3.2713157509563096,7.125231587864887
120,1.5819045111011705,3.589635481857019
121,1.972587205503252,1.5417071444282042
122,1.6379724810108056,4.034674166636402
123,1.902359741125158,4.877398465118049
124,3.1341203708957313,8.644796892904122
125,2.402609667204404,2.1194206966128446
126,2.0106091951388314,7.571684221376882
127,2.1668939816947606,7.062999695461395
128,1.6725956337959467,6.815308710103995
