frame,silhouette_iou,chamfer_cm,observation_to_mesh_cm,mesh_to_observation_cm,rotation_change_deg,translation_change_cm,symmetry_shape_error_ratio,large_rotation_jump,possible_symmetry_flip
0,0.777895129,1.52793789,1.62004181,1.43583398,nan,nan,nan,0,0
1,0.843735306,1.78321281,2.17338176,1.39304386,3.85285089,2.13581932,nan,0,0
2,0.830295314,1.63634675,1.79599493,1.47669857,4.75229647,3.09757501,nan,0,0
3,0.8183732,1.73599168,1.98485433,1.48712903,3.35430724,1.17484549,nan,0,0
4,0.819746851,1.44422114,1.55643296,1.33200931,1.90675445,0.882592895,nan,0,0
5,0.767102793,1.65305485,1.88146641,1.4246433,1.7733138,1.19574591,nan,0,0
6,0.780690608,1.67232197,1.86837189,1.47627205,4.09851827,4.26247113,nan,0,0
7,0.804227294,1.51316289,1.64145166,1.38487411,8.80671708,4.99999692,nan,0,0
8,0.71873348,1.4598289,1.5580877,1.36157011,3.19001129,2.38458954,nan,0,0
9,0.743334703,1.48066219,1.58885123,1.37247316,3.35518898,3.04506091,nan,0,0
10,0.68351488,1.49492524,1.55788453,1.43196595,2.5691486,2.21765838,nan,0,0
11,0.709633028,1.48070555,1.55949327,1.40191783,2.15804958,2.92574639,nan,0,0
12,0.746464067,2.00545388,2.43605944,1.57484831,14.2982853,10.0493057,nan,0,0
13,0.725309462,1.5260746,1.70885538,1.34329382,9.1653226,3.88771225,nan,0,0
14,0.777832898,1.60825151,1.81379106,1.40271195,3.07133638,1.80299296,nan,0,0
15,0.745797987,1.64267011,1.85334074,1.43199949,10.581536,7.7654199,nan,0,0
16,0.672752509,1.48997685,1.5673928,1.4125609,4.82385569,3.22097185,nan,0,0
17,0.696096826,1.28439314,1.37803581,1.19075046,1.86563338,0.775108122,nan,0,0
18,0.718589794,1.45423179,1.64980085,1.25866272,4.56945028,3.50428214,nan,0,0
19,0.674250803,1.45434203,1.6311258,1.27755826,2.38365612,1.53479454,nan,0,0
20,0.693076355,1.4018921,1.5168007,1.2869835,1.46770131,1.37026433,nan,0,0
21,0.709503966,1.45554264,1.61555691,1.29552836,1.67372597,1.52035548,nan,0,0
22,0.738291045,1.55227958,1.769589,1.33497016,4.63704984,3.40896622,nan,0,0
23,0.711287487,1.46898973,1.64311268,1.29486678,1.91503944,2.51253642,nan,0,0
24,0.667772132,1.54054391,1.7725093,1.30857852,2.69164729,1.3956403,nan,0,0
25,0.66528748,1.50443676,1.6397089,1.36916461,0.835825958,1.58511134,nan,0,0
26,0.674615029,1.5367259,1.69780753,1.37564428,0.569194797,0.75624824,nan,0,0
27,0.678489985,1.68652939,1.99186399,1.38119479,1.14390176,1.47447153,nan,0,0
28,0.687531227,1.79275877,2.18153612,1.40398142,2.07389313,1.59803073,nan,0,0
29,0.726229462,1.98938056,2.45809725,1.52066386,1.80756627,0.953359887,nan,0,0
30,0.768138314,1.68805266,1.90453716,1.47156815,6.07326799,3.86267301,nan,0,0
31,0.710576923,1.87142954,2.30030398,1.4425551,4.90180222,2.34003283,nan,0,0
32,0.713266515,1.85355294,2.3455418,1.36156408,1.26771891,1.90275677,nan,0,0
33,0.733535092,1.97913091,2.59613197,1.36212984,2.29517833,2.01881164,nan,0,0
34,0.705563832,1.90397667,2.5294342,1.27851914,2.78964796,1.588713,nan,0,0
35,0.695904466,2.05571455,2.73632191,1.37510719,2.36749127,1.63179008,nan,0,0
36,0.70622409,1.92783503,2.49688377,1.35878629,0.653239919,1.60028776,nan,0,0
37,0.691927003,1.95333724,2.53339023,1.37328425,1.10035425,2.45994008,nan,0,0
38,0.688211645,2.11193051,2.82621909,1.39764193,2.12632441,1.73817903,nan,0,0
39,0.715229535,1.8945993,2.45995739,1.32924121,3.155219,2.29677122,nan,0,0
40,0.669835589,2.07535411,2.82289368,1.32781454,2.02394255,2.52962975,nan,0,0
41,0.694987894,2.22282056,3.07579292,1.3698482,1.06164044,2.78354882,nan,0,0
42,0.699106145,2.23491878,3.05945402,1.41038353,0.56202257,1.68693018,nan,0,0
43,0.673537511,2.30328576,3.16776846,1.43880306,1.64663791,1.76677548,nan,0,0
44,0.650943138,2.55950108,3.677296,1.44170615,2.43768218,2.31777981,nan,0,0
45,0.690790212,2.55890368,3.67456682,1.44324054,2.33535884,4.18608793,nan,0,0
46,0.785778051,2.40314407,3.39998326,1.40630489,4.07830245,3.49840479,nan,0,0
47,0.740522491,2.31113681,3.16867812,1.45359549,2.25331721,1.46943244,nan,0,0
48,0.75436528,2.26667866,3.11927358,1.41408374,0.3431245,2.26495701,nan,0,0
49,0.694047018,2.48707981,3.51938768,1.45477194,2.55696879,1.63658202,nan,0,0
50,0.717248788,2.42665386,3.35827737,1.49503035,2.73356051,2.18480878,nan,0,0
51,0.664790442,2.31999182,3.17148833,1.46849532,2.697054,2.69995355,nan,0,0
52,0.75936547,2.31603216,3.21664522,1.4154191,2.73089199,2.93737463,nan,0,0
53,0.826291852,2.41086288,3.36627407,1.45545169,3.5821027,4.0332079,nan,0,0
54,0.788406121,2.25910598,3.13475041,1.38346155,3.02012876,1.05163964,nan,0,0
55,0.685504496,2.27813443,3.0854233,1.47084556,3.71506385,3.21703388,nan,0,0
56,0.707372506,2.34943175,3.26843605,1.43042746,0.977017096,1.50771756,nan,0,0
57,0.81315163,2.3500137,3.23583897,1.46418842,5.55382553,3.18947397,nan,0,0
58,0.710308317,2.25897423,3.10158211,1.41636634,5.76092149,1.62583476,nan,0,0
59,0.722023631,2.20648396,3.02538551,1.38758241,1.68680008,1.88057647,nan,0,0
60,0.737878099,2.0217577,2.67087058,1.37264483,1.62267208,1.78666788,nan,0,0
61,0.753986029,2.02769266,2.71179417,1.34359114,1.24230003,1.33285598,nan,0,0
62,0.738698666,2.37710514,3.39765296,1.35655732,2.62592948,2.95721657,nan,0,0
63,0.755887919,2.44526267,3.58557494,1.3049504,1.81562591,2.27115613,nan,0,0
64,0.719637478,2.41515892,3.46666985,1.363648,1.42321192,1.6262058,nan,0,0
65,0.679546047,2.29833665,3.30605036,1.29062293,3.21394119,2.52383093,nan,0,0
66,0.650525844,2.28398673,3.21024095,1.35773252,3.24872538,3.9636657,nan,0,0
67,0.64563047,2.55505506,3.74267674,1.36743338,1.3490252,2.80965709,nan,0,0
68,0.650956531,2.19686305,3.06905088,1.32467522,4.55669435,4.20323733,nan,0,0
69,0.652439335,2.39527336,3.42484165,1.36570506,1.68989478,1.76095907,nan,0,0
70,0.726342518,2.29415225,3.29596604,1.29233846,4.98285385,3.56569186,nan,0,0
71,0.669173121,2.58598256,3.78234666,1.38961846,4.21723259,2.65331047,nan,0,0
72,0.692074645,2.51731198,3.74524894,1.28937501,1.09027274,1.30685354,nan,0,0
73,0.688355385,2.01660432,2.75064332,1.28256532,1.31443952,2.44209165,nan,0,0
74,0.662180893,1.95686096,2.67199251,1.2417294,1.0382517,1.63257463,nan,0,0
75,0.677904786,2.06335495,2.88838187,1.23832803,1.3238066,1.5249436,nan,0,0
76,0.656162058,3.02152731,4.57139606,1.47165856,8.93972168,6.10594623,nan,0,0
77,0.663726676,2.72453919,4.00328378,1.4457946,1.21621253,1.91154268,nan,0,0
78,0.62641726,3.25186246,4.94833046,1.55539445,1.28619227,3.41488215,nan,0,0
79,0.628691566,2.77811952,3.91180936,1.64442968,7.3148529,4.44935526,nan,0,0
80,0.62946979,2.52467663,3.65335996,1.39599329,1.48249047,2.66328667,nan,0,0
81,0.655745709,2.98124623,4.31530028,1.64719217,6.07666333,3.82907048,nan,0,0
82,0.631883421,3.06144175,4.47004798,1.65283552,6.21432051,4.3658499,nan,0,0
83,0.683196976,2.87745396,4.20484659,1.55006132,7.03466721,5.7499436,nan,0,0
84,0.583781006,3.05200254,4.33664456,1.76736053,3.4846992,2.11684956,nan,0,0
85,0.615661034,3.26927517,4.88896409,1.64958624,2.81572044,2.30676754,nan,0,0
