frame,candidate,selection_chamfer_cm,normalized_data_cost,icp_fitness,icp_inlier_rmse_cm,selected_independently,selected_by_temporal_path
9,0,1.7258872317230314,0.010525233171024653,0.9902,1.2226560432668219,True,False
9,1,1.728028034382353,0.010538288744267417,0.9902,1.2248063052014,False,False
9,2,2.044913520425063,0.012470798335744736,0.99,1.375910431583057,False,False
9,3,2.2035733430104463,0.013438376979870516,0.9898,1.3784362424216756,False,False
9,4,9.07551974351117,0.05534658330679521,0.6576,5.230801994172454,False,False
9,5,9.092364514270738,0.05544931026177702,0.6562,5.283412306583861,False,False
9,6,2.146517538583507,0.01309042513555773,0.9898,1.4086539091909946,False,False
9,7,2.043690908660701,0.012463342301734508,0.9898,1.3281112767939536,False,False
9,8,1.7401923733408011,0.010612472330283765,0.9902,1.2232273907031261,False,False
9,9,2.1560273933383676,0.013148420488253836,0.9896,1.3665135101529269,False,False
9,10,2.0694713684573536,0.012620563089760792,0.9898,1.3770774934457042,False,False
9,11,2.067992342986481,0.012611543330149222,0.9896,1.3286373770339837,False,False
9,12,1.940094159003318,0.011831562932919287,0.9898,1.2574268940917595,False,False
9,13,1.9315878606085302,0.011779687716287623,0.9898,1.2828641704403183,False,False
9,14,2.0452333443800907,0.012472748765435896,0.9898,1.3375101571624468,False,False
9,15,2.0153547030872105,0.012290535431528206,0.9898,1.3054716362038632,False,False
9,16,2.196701046226859,0.013396466636750632,0.9898,1.432313546758809,False,False
9,17,1.7327872416205152,0.010567312521122684,0.9902,1.2482185971820037,False,True
9,18,2.081879684150735,0.012696234555156673,0.99,1.4000120029676468,False,False
9,19,2.1130855438361786,0.012886541861134984,0.9898,1.3504116065882552,False,False
9,20,9.01582322547644,0.054982527208421665,0.663,5.281669338602928,False,False
9,21,9.012831329257759,0.054964281285544245,0.6596,5.127534173868936,False,False
9,22,2.2664900512917328,0.013822071240330837,0.9898,1.4697632013792226,False,False
9,23,1.963306077983502,0.011973119608884416,0.9898,1.234692960583977,False,False
10,0,1.7461330810299553,0.010648701425951172,0.9902,1.3268798376452187,False,False
10,1,1.7336898236334597,0.010572816870403217,0.9902,1.2850806177998506,True,False
10,2,1.926194955588007,0.011746799366593114,0.9898,1.3744382882980997,False,False
10,3,2.1388351929106304,0.013043574751580607,0.9898,1.4757511341110447,False,False
10,4,9.149413862173134,0.05579722273131199,0.6474,5.200766760616055,False,False
10,5,9.134804440171438,0.055708127934018525,0.6446,5.291699204625906,False,False
10,6,1.9830215653414327,0.01209335347915614,0.9898,1.3908921736131656,False,False
10,7,1.9709491071818117,0.012019730223394176,0.9898,1.405060701511712,False,False
10,8,1.7841215081848807,0.010880371865512219,0.9902,1.3440733734912163,False,False
10,9,2.125371712763819,0.012961468420857493,0.9896,1.4965849307918448,False,False
10,10,1.9057890555670278,0.011622355050743462,0.9896,1.3439803164413142,False,False
10,11,1.9635921976287753,0.0119748644946023,0.9898,1.3860428336532056,False,False
10,12,1.9307368856014855,0.01177449808963808,0.9898,1.4159875452579513,False,False
10,13,1.9258510229542267,0.01174470191138334,0.9898,1.3953671766035047,False,False
10,14,1.9799862545908753,0.012074842795022831,0.9898,1.3892292089380047,False,False
10,15,1.947726541614139,0.011878108619771125,0.9898,1.3795410693414378,False,False
10,16,2.1545901181876763,0.013139655340790035,0.9896,1.5172334516309987,False,False
10,17,1.7393360776536904,0.010607250255744641,0.9902,1.3307037730835423,False,True
10,18,1.8911116671832418,0.011532845764017464,0.99,1.33667398826034,False,False
10,19,2.036039437728565,0.012416680205751767,0.9898,1.4336279753743841,False,False
10,20,9.160441064541745,0.055864471549207144,0.6524,5.304461442322518,False,False
10,21,9.09933734319682,0.05549183369491896,0.6522,5.180593189951523,False,False
10,22,2.1016079157010568,0.012816546145220296,0.9898,1.4525950810474686,False,False
10,23,1.9510829588596852,0.011898577555098582,0.9898,1.382187156453294,False,False
11,0,1.7347337379203491,0.010579183127177193,0.9902,1.2840789837131006,False,False
11,1,1.703614392390666,0.01038940342326073,0.9906,1.266163305146552,False,False
11,2,1.8958281563296153,0.011561609026820347,0.9898,1.3482623059901948,False,False
11,3,2.1048392452481113,0.012836252239749551,0.9902,1.4249401992675068,False,False
11,4,9.08606971563923,0.05541092176098539,0.6514,5.148396640431144,False,False
11,5,9.060164590133205,0.05525294070563952,0.6484,5.230581173662576,False,False
11,6,1.983265478173012,0.012094840968824403,0.9898,1.3996369200720258,False,False
11,7,1.9235135067872773,0.011730446691085071,0.9902,1.344020964906654,False,False
11,8,1.7541045800202986,0.010697315196337657,0.9906,1.3108000977754832,False,False
11,9,2.1271517642645064,0.012972323971994784,0.9898,1.4874039827497587,False,False
11,10,1.893167329643592,0.011545382114202122,0.9896,1.3120827693652553,False,False
11,11,1.9732027083966133,0.01203347369273812,0.9898,1.3828594067322322,False,False
11,12,1.9301301312393184,0.011770797829840127,0.9898,1.3941036367505175,False,False
11,13,1.9056668679740354,0.011621609896087228,0.9902,1.3544590382530803,False,False
11,14,1.9572940300153128,0.01193645544825012,0.9902,1.3491148752226119,False,False
11,15,1.947826947533799,0.011878720940029801,0.9902,1.3760580977842884,False,False
11,16,2.1335296632650027,0.013011219256047873,0.9902,1.488764825832722,False,False
11,17,1.6989021216082838,0.010360665885930402,0.9904,1.30512444111192,True,False
11,18,1.886677329677258,0.011505803188261861,0.9898,1.349389641007843,False,True
11,19,2.0217506868305133,0.012329541004441065,0.9902,1.385802010862459,False,False
11,20,9.012161650929734,0.054960197287225884,0.6616,5.276046429108849,False,False
11,21,9.023429937779277,0.05502891634624054,0.656,5.15665987555268,False,False
11,22,2.101229196483494,0.012814236545845592,0.9896,1.4635932161733776,False,False
11,23,1.9161266998419615,0.011685398634607373,0.9902,1.3301073909661278,False,False
12,0,9.009682464948433,0.05494507810096162,0.6572,5.3506115706075095,False,False
12,1,9.060856289664011,0.05525715899911328,0.6518,5.275580540499435,False,False
12,2,2.179454326883237,0.013291288419315409,0.9896,1.4072855739836918,False,False
12,3,1.9284572436671297,0.011760595812325565,0.9902,1.3008254648482371,False,False
12,4,1.7010511857277761,0.010373771841256669,0.9902,1.2562750265720486,False,False
12,5,1.7533147566215483,0.01069249849957846,0.9902,1.3181206640786596,False,False
12,6,2.0380865354154545,0.012429164324112655,0.9896,1.343287867878749,False,False
12,7,2.0912144509547,0.012753162143125898,0.9902,1.4306292822858262,False,False
