frame,tracking_order,direction,variant,boundary_seed,rotation_step_from_initial_deg,translation_step_from_initial_cm,observation_to_template_cm,icp_fitness,icp_inlier_rmse_cm,iterations,termination,available_correspondences,retained_correspondences
66,0,forward,robust,True,2.560153950329308,0.5170104512873188,3.1808512069595687,0.9425,1.9291187930463942,50,maximum_iterations,9425,7540
67,1,forward,robust,False,3.413232309572815,1.292983057554045,3.626268070197162,0.9057,1.845096713023561,50,maximum_iterations,9057,7246
68,2,forward,robust,False,5.354509622791499,3.7653571173681644,3.3632574352322364,0.924,1.908880544801762,50,maximum_iterations,9240,7392
69,3,forward,robust,False,3.395386780667475,1.7335078995157558,3.447358036863905,0.9235,1.9178831619773924,50,maximum_iterations,9235,7388
70,4,forward,robust,False,5.008252269803266,3.6951597743285007,3.285873810236077,0.9268,1.818679509693901,50,maximum_iterations,9268,7415
71,5,forward,robust,False,3.448198814989333,2.1735498421883763,3.8569713703611592,0.8871,1.9371716186957166,50,maximum_iterations,8871,7097
72,6,forward,robust,False,0.7302527311479919,0.7476328053156986,3.8296553845459256,0.8846,1.8043453940831424,50,maximum_iterations,8846,7077
73,7,forward,robust,False,0.09425629339933006,1.8969851076082596,2.910813535018576,0.9564,1.7628380974727353,50,maximum_iterations,9564,7652
74,8,forward,robust,False,1.3508316546091559,1.4793682975575346,2.8133837780046123,0.9668,1.7023761901701524,50,maximum_iterations,9668,7735
75,9,forward,robust,False,1.0107398999482193,1.2001467367201721,3.1249415158558733,0.9427,1.7849830001562292,50,maximum_iterations,9427,7542
76,10,forward,robust,False,9.100878489265792,5.680095951480325,4.7582780257741355,0.8376,1.702412005173046,50,maximum_iterations,8376,6701
77,11,forward,robust,False,1.4088063923587204,2.1038378959113495,4.184654413767815,0.8644,1.6914664873898322,50,maximum_iterations,8644,6916
78,12,forward,robust,False,1.6756471121013905,3.4567922170574645,5.075509786037617,0.8247,1.9070756884973572,50,maximum_iterations,8247,6598
79,13,forward,robust,False,7.613104123682386,4.49148731202736,4.095293535717012,0.8905,1.9070256139396384,50,maximum_iterations,8905,7124
80,14,forward,robust,False,1.7034253058839828,2.398923520997253,3.8414825184700088,0.8836,1.7498237861440569,50,maximum_iterations,8836,7069
81,15,forward,robust,False,5.611988943709753,4.180357358965059,4.470117013054085,0.8538,2.122014214882182,50,maximum_iterations,8538,6831
82,16,forward,robust,False,5.494304572473597,4.822108935591066,4.729206191875023,0.8423,2.0143308146603105,50,maximum_iterations,8423,6739
83,17,forward,robust,False,6.888584580664506,6.170099270111853,4.387768618008587,0.8639,2.0504755536016472,50,maximum_iterations,8639,6912
84,18,forward,robust,False,3.4845262632830374,2.365887572497189,4.556863988720625,0.8675,2.4294347868724047,50,maximum_iterations,8675,6940
85,19,forward,robust,False,3.1312878798881916,1.7886272311661036,5.10554239821976,0.8272,2.21874517166009,50,maximum_iterations,8272,6618
86,20,forward,robust,False,1.6693283038598943,2.9054288798051684,5.048759162159543,0.8391,2.243453263059169,50,maximum_iterations,8391,6713
