frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
66,24,8,2.318280095054417,0.9912,1.4546934730385224
67,24,5,2.413028310562086,0.9912,1.4815942899778423
68,24,17,2.4199743033436505,0.9936,1.5241549590465686
69,24,8,2.5046938751069536,0.9932,1.4899689815583468
70,24,17,2.277134338754162,0.9976,1.5036437631711945
71,24,5,2.6888079704182144,0.992,1.4899914957884899
72,24,1,2.6021000611613085,0.9944,1.3893462217867238
73,24,5,2.0752429252665636,0.999,1.5465972564746573
74,24,1,2.0061974902327013,1.0,1.439185415255078
75,24,1,2.222853856217415,0.9972,1.3911797197259506
76,24,5,2.571784905096891,0.9904,1.3385196429596482
77,24,8,2.4220805814936774,0.9898,1.291427347393417
78,24,1,2.608743285001329,0.9912,1.4081849489944573
79,24,1,2.712970770107239,0.9902,1.3805390532421964
80,24,1,2.421992199313505,0.9906,1.2364834090841526
81,24,4,2.9082557764969637,0.992,1.3526616749539069
82,24,1,2.844153453903625,0.9906,1.3446732484632886
83,24,20,2.7294837425913903,0.9914,1.2429249737790713
84,24,1,2.9955734155830824,0.9912,1.5843601063935089
85,24,4,3.1645220032053016,0.992,1.4835716034451565
86,24,0,3.0261481016924927,0.9902,1.5970353670167075
