frame,rotation_correction_deg,translation_correction_cm
0,1.0997143881853813,1.8989296826121629
1,2.3870635524654755,4.809847217833144
2,1.8852444513848148,3.0751536144946865
3,2.0173037901858977,0.9383596992014628
4,2.7554787832807834,0.6175564019661167
5,1.1465072166595502,1.284278262766506
6,1.660878940929559,1.2638496450390506
7,0.35745868528047026,0.7749140724347846
8,2.563209721987881,0.5990167086358285
9,2.1828516498106,0.7378965946953886
10,1.9909198634101761,0.6607737986573488
11,0.6323587757926616,0.6817211056018241
12,1.1797877720330527,0.5866185047575871
13,0.7225575436634892,0.47283735847921515
14,2.243012218892952,0.6696700319995147
15,2.84056990806437,0.5011911808952413
16,1.3116860522022284,0.6715504210827123
17,2.0057045998840497,0.4472644355667809
18,1.8129631115639615,0.623690237112135
19,2.7298822706987607,1.1217781142927703
20,1.1534611573165792,1.427692942099752
21,1.536514216862718,1.0126167037662446
22,1.2813001747021315,1.110140234771295
23,1.9686470301248407,0.7457858549669379
24,1.7762258029094669,0.34802229146292435
25,1.0801077434699784,0.600269991548353
26,1.6963769853972677,0.6395150095508446
27,0.42678097026952755,0.8194578829208241
28,1.1521122675119166,0.46065768262182893
29,0.7136802076026604,0.26263344718750165
30,0.18255043593935547,0.621242517129266
31,0.9576518739631867,1.0752632693968538
32,1.749321127273765,0.7871744022842457
33,1.6254414477902797,0.45720809334584384
34,0.8395509780183633,0.910853642311309
35,5.519503217049954,1.180554468312575
36,1.9176860106660516,0.5432028075214369
37,1.6434724201643198,0.5813149960579128
38,1.8106195679787407,0.9688628421631089
39,1.2067520261878426,0.9127959518484958
40,1.2558599394729408,0.31097094309927925
41,2.8533024381834737,0.7769846490161156
42,1.763543016202588,0.5956802757808745
43,1.1025281283796717,0.793293702761801
44,1.5853136827265857,0.7736564485151978
45,0.471355439029611,0.31437361553718185
46,1.5584130090940616,0.5307710820041637
47,0.9344135405491241,0.12516847400280887
48,0.4800127089739858,1.2836251425681864
49,3.5888001143694876,2.5959864854549535
50,1.453854146790087,1.7306611668037726
51,0.7102060321988019,0.43280654860680423
52,0.8786931250180708,0.5343165553881487
53,0.8997824802136412,0.2661150071461656
54,1.3617508526925353,1.8699948604553156
55,1.6178948410411504,3.671792311196762
56,1.2144507222259777,3.1499073903736075
57,1.516313341120964,0.8288952971070166
58,4.074886466138007,2.403333007802911
59,0.6509615738518104,3.283188080235039
60,3.280898726137005,4.057297926575473
61,1.9235902430793521,2.819294948633326
62,0.6458114961255135,0.6854261318722632
63,1.339683384000713,2.74935429505954
64,2.008818585828912,2.9417894804920923
65,1.55041951071438,1.8564069066991429
66,2.1102201473064595,0.8290047204773934
67,1.4404711233991618,0.2884019473605054
68,4.331184495595299,0.8304564299130034
69,3.123087822624885,1.5642359322170736
70,3.229896772629984,0.9278820565531442
71,4.473703198132327,2.351716178118921
72,2.892867682621725,1.795798254138024
73,7.327454098392931,2.0053683845200396
74,6.286764478693264,2.158249670714554
75,1.9862186836814955,1.5800334093346393
76,3.0454382269017293,0.921705583950555
77,1.8151162483141876,0.3897996042940835
78,3.036291646748419,1.4189455674355382
79,1.0022588393481136,3.1048149732148485
80,4.3607497440994765,1.794298217477133
81,5.4236429265961466,2.7979940438122735
82,1.7188277393996814,5.944299468345047
83,2.296373280084859,6.475517376713791
84,1.666358339627711,4.415408161192751
85,3.827847072581433,1.1005025437410916
86,5.732608948927281,1.9373899344200172
87,2.1819581280059266,0.23137277036546577
88,0.3940477913571074,2.623484999315242
89,2.6899812594297767,2.888659375687704
90,3.7240453517225123,3.7089061548591222
91,2.93013086314342,5.936876618832412
92,1.587805539592756,6.153899042567688
93,1.5600803917912405,3.914274223359778
94,2.0179599487004216,2.0655804014414207
95,3.086821737798681,1.5703399888802712
96,1.5035747363854517,1.4737851067931875
97,3.8686257357997604,1.1889386341484782
98,2.757164777735813,0.4991012273925668
99,2.68043213508912,1.466876345887578
100,4.438926176320232,3.76610701920606
101,4.093930631452139,4.589240069053402
102,3.797906999646187,2.5803973077524187
103,4.794678774374339,1.0890064904140264
104,5.772363319776939,2.238566388352882
105,3.441780777836924,3.7390158207163444
106,0.9035365277223021,4.435013849273055
107,5.182490830228353,2.809436890376692
108,1.5968403808344624,1.6605360570571603
109,4.708430503845833,2.983065363742756
110,2.5428909727285616,2.624646317596528
111,3.3090912923579054,2.417856132732556
112,1.8692214263805496,3.4437177528628427
113,1.9380529967075768,3.994139903829761
114,2.8721644206864383,2.393831283324623
115,1.6549447791274852,1.6979895825202418
116,1.6859706040244127,3.999166549633652
117,5.2686247073623464,4.381226251008558
118,2.1171877342251912,3.3909512037352942
119,8.035075798818273,2.3548569294013175
120,6.30108262037081,2.746085829657334
121,2.798363425848594,3.7715812279524212
122,2.061118730192122,4.763363715480276
123,3.1024567487254164,5.811613719772809
124,1.2315462944009645,4.045391147060952
125,1.0124517189247952,0.722163253204982
126,2.950764401828282,1.0507967725339504
127,1.2748818496165937,3.1922332772172233
128,0.48810198158771695,5.162507260480487
129,1.520077207755505,3.7467791449407595
130,2.6035060799462943,4.022754530023305
131,4.166731775099825,7.205508619801336
132,6.924109600715624,8.614144469839207
133,1.8890005121841487,5.745077062298035
134,1.9214496115089044,2.4011611915337348
135,1.0594167785842203,1.3429318678261652
136,1.943075772240066,2.6670569622818707
137,5.726699618018935,3.8022780430638794
138,3.1196815505241133,3.0382541986460434
139,4.394785581044606,3.767000034980787
140,2.457203719503492,4.599726737317419
141,2.4614104581789173,3.2168520609820317
142,2.469472073995997,1.3307112572780908
143,2.4313611739019017,1.7666330140744826
144,4.97870224400924,2.2321424493850106
145,2.8012848554456746,1.2462093373151935
146,1.6056841201291006,0.7380957545590311
147,2.747350181354125,1.164956319044789
148,2.2351927934322218,0.6094207988974363
149,5.132413492555117,0.9522587551281112
150,1.8436844022713819,1.09901974151084
151,1.8525139676890552,0.7920590177623312
152,2.009244960639348,0.26068182665324197
153,2.2283166182747975,0.8905720488490488
154,2.393909468389672,1.4989953664420697
155,3.739995898986319,2.052385321643788
156,1.9307035025147739,1.6587292420182933
157,2.4771409993172355,1.3594982695230529
158,1.4016588338274227,1.6047731434064905
159,0.8458303419064238,1.360630999431464
160,4.068093511589505,1.5145060226840434
161,1.7751535237088296,1.3613379768024907
162,2.7713844763459075,1.476557915660552
163,3.9706614574091756,3.0195870353547765
164,2.8838009359302705,2.7392457034191855
165,2.2659783338990227,1.145765427719658
166,2.5571814903817183,2.635837661495387
167,1.4642694820303368,0.9852624044923857
168,2.5931215628865836,2.1232983756026353
169,4.28678165417694,1.3990007199111443
170,3.489914685879818,1.896057902347985
171,2.0153631064829143,1.428400822850472
172,0.7984858105018063,1.4453673832699667
173,3.324518744946892,1.6516327690498014
174,1.0477138192404978,0.5633857106407103
175,1.7489930151551354,2.955041781893205
176,3.1974820906774477,3.970246741726919
177,3.2488292922520006,2.9165225995908775
178,0.6834370645433151,1.1158106356701416
179,1.4727339691478991,0.4775855979255328
180,1.0003701643451053,1.1014198464607483
181,0.7401622219228992,2.0805545566066166
182,0.9458167175533657,2.0300727095053372
183,2.821015044757481,1.063957239239544
184,1.6793025630170892,0.2920315518903559
185,2.300846787721709,1.755159457027002
186,0.7544473909818541,2.6082393246180535
187,2.042163764093904,2.6527657282749977
188,1.3052390804211136,1.7448306466058554
189,1.7282345692881018,0.9512989198363664
190,3.64737703074933,1.6826366100430183
191,3.3199569860289198,0.8308204549323255
192,3.704996716258735,1.277158617669993
193,4.433421774941342,1.1471961308570022
194,0.9987529600303421,1.0292008811661484
195,2.4479426798366584,3.2935462396392534
196,1.2169881428751559,4.875173065957041
197,3.8094087330441417,5.1345705731662505
198,2.894342608709751,2.936939417029959
199,3.49151862389156,0.8668708461122585
200,2.2370925903132823,2.4755713288435635
201,2.6859227911089025,1.6529604150732773
202,1.29877335169019,0.5358724598375597
203,1.7539325251679199,0.9972757524849388
204,0.8007341260363868,1.6364970384147008
205,2.225701684107294,0.6296417567866603
206,1.2268974159172892,0.6719707387767037
207,2.1669604755497303,1.109765753875476
208,3.161335112423309,1.3872790184262045
209,1.7078587254318964,0.6065405429751828
210,5.124216082651432,0.7546507313987147
211,2.052217193484383,0.7864115686294445
212,1.6906918965149227,1.3845866621785285
213,4.3316966708311595,0.30438780823110717
214,1.8911030853436541,1.524625173516413
215,1.8918029271640144,0.8271554560165281
216,1.030865252620093,3.563495441103284
217,1.129674026677776,4.7495651666938965
218,0.3508679788418929,3.677770370300446
219,1.2730160561569068,2.176015892810648
220,0.6873494473816514,1.1060785768366728
221,1.4168091408067414,0.5706071873468035
222,1.8833246688605332,1.6717020191457221
223,1.0357455207866508,2.9939258802120583
224,1.2583342181377155,3.8857932952251817
225,2.453909120469617,5.2163896437807065
226,1.4336689469956339,5.704172750927408
227,2.0803893943607785,5.029529853803351
228,1.881443571772512,3.364491063405474
229,3.506854664523254,1.4853419941054757
230,2.6684873747246853,0.5084657017883467
231,0.9340900971995448,2.708342618829914
232,2.812807261669814,3.543669150043742
233,7.884146330788127,3.8107308508018303
234,3.11065486539612,6.391814042824665
235,15.817736443254397,9.800383991455774
236,11.818027272257126,9.928810070848195
237,5.056700757887206,7.082419516138929
238,6.131877201768906,4.429560905219045
239,15.692420764561746,2.325734047837203
240,5.250168542863037,2.184531349432424
241,6.54377985536419,4.825743983894356
242,7.856674843932804,3.729242558430814
243,4.160335118083257,1.5653394624049584
244,2.9850948154148935,1.033319108248099
245,1.8083560488219224,0.5505737007517272
246,2.039603992294531,1.7107770654854033
247,5.614541366861781,1.3901111974063896
248,2.897593240283231,0.740270844692802
249,7.734752482727721,1.580828228734864
250,6.866513367945065,2.581232223108149
251,5.927659274128001,2.2159299540193484
252,2.1485894013431728,3.143508706113454
253,2.6853912401121316,3.569492310734257
254,2.6445316491071567,3.3403563179941718
255,6.024788943169196,2.3239529170109283
256,3.9624579208322275,1.1087318493350091
257,4.72261056206244,1.4016530080828868
258,4.907857080361654,2.0850815552564352
259,1.0843759728664473,1.1647100375950936
260,2.4031815968828414,0.7098801989615924
261,0.777182003081313,0.8129376517153902
262,4.235103379155892,1.3840596108764662
263,1.8336282958820171,1.9818216248981846
264,6.491807908452785,2.3987247145933233
265,8.440182469734616,2.094870996588606
266,5.200651621858504,1.2185203967451677
267,3.8409735015378894,1.0998495206486019
268,1.6441923926196447,1.3437696696231483
269,2.7745093830765906,0.7251916464856334
270,4.163027526933137,0.7415288194389962
271,3.4082494088979627,1.5299251208192257
272,3.189295071259727,1.9431190615224094
273,4.3173818218592555,2.5315945295930242
274,2.4948626991906613,1.9502489571444774
275,2.7561524862436237,0.8863083605556941
276,2.723788111084007,1.7995560317266408
