frame,silhouette_iou,chamfer_cm,observation_to_mesh_cm,mesh_to_observation_cm,rotation_change_deg,translation_change_cm,symmetry_shape_error_ratio,large_rotation_jump,possible_symmetry_flip
5,0.879452055,4.93885365,8.79906439,1.07864292,nan,nan,nan,0,0
6,0.757357357,1.55951874,2.39603083,0.723006645,0.379125624,4.42304734,nan,0,0
7,0.778494624,1.35038116,1.66044231,1.04032001,0.27813412,2.99729246,nan,0,0
8,0.581859593,1.25851169,1.61275396,0.90426941,0.221147385,4.71659179,nan,0,0
9,0.937243978,2.39840664,4.18055905,0.616254232,0.563652639,6.19853867,nan,0,0
10,0.9561249,1.44210662,2.23749815,0.646715097,0.83100022,8.68110959,nan,0,0
11,0.908083442,2.01938165,3.29261376,0.746149552,0.426369505,12.4466687,nan,0,0
12,0.93730763,1.1439325,1.73209753,0.555767474,0.316441799,4.17831885,nan,0,0
13,0.661914745,2.6509177,4.79707371,0.504761694,0.414288453,3.70366627,nan,0,0
14,0.914958851,1.34123729,1.80835233,0.874122255,0.685536382,3.29208183,nan,0,0
15,0.8784,1.23141116,1.2966559,1.16616641,0.373791105,8.05171715,nan,0,0
16,0.848441247,0.945686065,1.30235098,0.589021146,0.269844495,1.21914637,nan,0,0
17,0.891304348,0.860786109,1.16391714,0.557655083,0.350837418,6.06226885,nan,0,0
18,0.924632953,0.685822015,0.864867047,0.506776983,0.702606358,0.808398098,nan,0,0
19,0.89550797,1.26661315,1.95858956,0.574636738,0.731989294,1.38444608,nan,0,0
20,0.922500399,1.78914583,2.70115635,0.877135302,1.00169358,7.117502,nan,0,0
21,0.910697077,1.66556712,2.76480352,0.56633073,0.661364394,5.11581136,nan,0,0
22,0.913580247,0.58604709,0.602517794,0.569576387,0.567207604,2.04659283,nan,0,0
23,0.948506039,3.02814336,5.48491203,0.571374685,0.116620548,11.0139158,nan,0,0
24,0.947915028,0.825620292,1.11799587,0.533244715,0.694330611,3.1430123,nan,0,0
25,0.903635826,2.41892805,4.34412849,0.493727599,0.428355103,9.97239585,nan,0,0
