frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
108,1,0,5.730336894305854,0.8242,5.214091258389758
109,1,0,5.726666359699067,0.7948,5.3528620782937955
110,1,0,5.909287138556818,0.781,5.171618268726765
111,1,0,5.999517056202494,0.8158,5.359976415251851
112,1,0,5.9508032836014815,0.7782,5.312922446052582
113,1,0,5.673340751378575,0.7878,5.287491121766964
114,1,0,5.837613239336779,0.7924,5.328157534131174
115,1,0,6.20046497450828,0.7804,5.273087468452618
116,1,0,5.693302573681108,0.7838,5.179975699687854
117,1,0,5.574734610998244,0.7842,5.2492691204250495
118,1,0,5.734743945631836,0.8036,5.113711317625394
119,1,0,5.831498149895788,0.8288,5.327080629857864
120,1,0,5.476331127205955,0.7758,5.179929885018222
121,1,0,5.843504140496141,0.7634,5.221482176730902
122,1,0,5.95200704722182,0.808,5.397311264188893
123,1,0,5.558447370703587,0.7982,5.321018612490785
124,1,0,5.743457656012365,0.7926,5.3057369738595614
125,1,0,5.727454142820272,0.8026,5.1547694029171955
126,1,0,5.743878019946598,0.7918,5.21310916716117
127,1,0,5.397591860415091,0.8092,5.3032244157241335
128,1,0,5.690649012544672,0.7982,5.331163119907711
