outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.07472542131763626,7.106901549482629e-07,5,2,True,8101,0,0,1.0,`ftol` termination condition is satisfied.
2,0.07530902249387883,6.784378069255996e-07,5,2,True,8160,0,0,1.0,`ftol` termination condition is satisfied.
