frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
9,1,0,1.7258872317230143,0.9902,1.2226560432668228
10,1,0,1.7461330810299585,0.9902,1.3268798376452136
11,1,0,1.7347337379203502,0.9902,1.284078983713101
12,1,0,9.009682464948432,0.6572,5.35061157060751
13,1,0,1.7919021688053773,0.9908,1.264105489515709
14,1,0,1.849986149885293,0.9906,1.3115766377770872
15,1,0,1.6121857672412692,0.9906,1.0620454297613915
16,1,0,8.972943660734838,0.6506,5.388610157409887
17,1,0,1.6717761327715936,0.9908,1.2016937720528056
18,1,0,1.5409808812125836,0.991,1.0094165218237532
19,1,0,1.5469624722368407,0.9912,1.000652859693172
20,1,0,1.471111935715017,0.9914,1.012741923666061
21,1,0,8.999926832704292,0.6562,5.4232146425576255
22,1,0,1.76728236019088,0.9898,1.1026638948585297
23,1,0,9.08149915267065,0.6628,5.40207171560594
24,1,0,1.8402145265489753,0.9906,1.1990931080821288
25,1,0,1.602197280278437,0.9906,1.1048950221090068
26,1,0,1.7813430455201067,0.9902,1.2249277134071883
27,1,0,1.86379163524035,0.9902,1.1346902764113744
28,1,0,9.127491870750907,0.6784,5.24641022523644
29,1,0,9.309948250835282,0.6704,5.353826477346427
