frame,tracking_order,direction,variant,boundary_seed,rotation_step_from_initial_deg,translation_step_from_initial_cm,observation_to_template_cm,icp_fitness,icp_inlier_rmse_cm,iterations,termination,available_correspondences,retained_correspondences
252,0,forward,robust,True,2.440205610561091,1.5380835753772197,2.3532919175961697,1.0,1.7653428601376093,50,maximum_iterations,10000,8000
253,1,forward,robust,False,2.24026063521126,4.733175839236984,1.9872635013923037,1.0,1.5744263717293994,44,converged,10000,8000
254,2,forward,robust,False,1.6858899078276661,1.7527020600426542,2.099856487312456,1.0,1.5958809396543217,45,converged,10000,8000
255,3,forward,robust,False,5.682814012072168,5.681044689067136,3.2303882453628217,0.977,2.4056895234968207,50,maximum_iterations,9770,7816
256,4,forward,robust,False,6.25926978691587,9.423089695763636,3.489137209482993,0.9142,2.048248439090105,50,maximum_iterations,9142,7314
257,5,forward,robust,False,0.9507928259522253,0.9012238944845657,3.4308895658407015,0.9707,2.5145049007991114,50,maximum_iterations,9707,7766
258,6,forward,robust,False,14.384902273437463,10.284465217221296,3.662195256375681,0.9312,2.3602558600412067,50,maximum_iterations,9312,7450
259,7,forward,robust,False,4.041001401641599,5.528527646153642,3.4255679527786174,0.9218,1.980790757816949,50,maximum_iterations,9218,7375
260,8,forward,robust,False,0.0,0.0,36.451034739200594,0.0,inf,1,insufficient_correspondences,0,0
261,9,forward,robust,False,2.13371583635878,2.614727955261357,3.920284762494787,0.8964,2.1455622635174483,50,maximum_iterations,8964,7172
262,10,forward,robust,False,5.189777141354739,1.445345429149946,3.4169195049261454,0.9456,2.1845255840724014,50,maximum_iterations,9456,7565
263,11,forward,robust,False,13.13892891315498,7.955766843944892,2.9188476081612644,0.9979,2.233894160123307,50,maximum_iterations,9979,7984
264,12,forward,robust,False,4.00852653072609,10.371365240041767,3.10283233914634,0.9738,2.230681704436419,49,converged,9738,7791
265,13,forward,robust,False,2.007207097766134,4.442767630127164,3.156066951172662,0.943,1.9915382867180063,50,maximum_iterations,9430,7544
266,14,forward,robust,False,4.9068847955694395,10.765249150889147,2.8365631237909703,0.9614,1.842776262405209,50,maximum_iterations,9614,7692
267,15,forward,robust,False,5.686081700603053,5.867570699316286,3.0985146226425258,0.9284,1.7233781885254609,50,maximum_iterations,9284,7428
268,16,forward,robust,False,5.403001487792926,4.910717476183079,2.538834650963343,0.9875,1.6249186207656023,50,maximum_iterations,9875,7900
269,17,forward,robust,False,5.719213403488647,7.093420194587187,2.615447924770424,0.9797,1.530664114150192,50,maximum_iterations,9797,7838
270,18,forward,robust,False,5.4653385339816465,3.62472868390697,2.1835665111018727,0.994,1.5670185105300833,50,maximum_iterations,9940,7952
271,19,forward,robust,False,1.252168365279406,3.361678814513679,1.8610993547914387,0.9995,1.2184108849808373,50,converged,9995,7996
272,20,forward,robust,False,2.3052878344083947,6.1228771391221954,1.679372201566545,0.9998,1.144230297248528,50,maximum_iterations,9998,7999
