frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
5,24,18,4.948057849939039,1.0,1.215363328020596
6,24,10,1.5813936231183026,1.0,0.8534849737885177
7,24,14,1.3634099019089438,1.0,1.1207615286272925
8,24,10,1.2706226112296597,1.0,1.0008700856639277
9,24,20,2.4107915896402914,1.0,0.7401190391027579
10,24,20,1.461239144005638,1.0,0.7218609192803467
11,24,8,1.9765341759661677,1.0,0.9046220573409811
12,24,8,1.1681836486457653,1.0,0.6789298657558117
13,24,13,2.6878842171630724,1.0,0.6050433274712104
14,24,19,1.3609170658895886,1.0,0.9693207981331933
15,24,10,1.2413709501632137,1.0,1.2818787783879781
16,24,6,0.9342656907943833,1.0,0.6746970525982152
17,24,20,0.8760352593266046,1.0,0.6686369484602226
18,24,8,0.7170147512879664,1.0,0.5977489968604944
19,24,7,1.2676477293061472,1.0,0.6741374368295605
20,24,10,1.8057422250583894,1.0,1.0570106806416892
21,24,18,1.6851602833475539,1.0,0.6164296382996701
22,24,19,0.6086413370261586,1.0,0.6604246055998365
23,24,0,3.049618091281459,1.0,0.6609238935361025
24,24,19,0.8542415911917854,1.0,0.62992179628647
25,24,0,2.4502223120107933,1.0,0.5347511363391163
