frame,rotation_correction_deg,translation_correction_cm
5,0.0,2.1360364553207423
6,0.0,1.7522387595436697
7,0.0,4.16782023542426
8,0.0,4.222137213016439
9,0.0,1.314760782878723
10,0.0,8.110688357507994
11,0.0,5.876819011357778
12,0.0,1.252502145701106
13,0.0,2.640746705740109
14,0.0,4.521799462499514
15,0.0,3.746787317850364
16,0.0,2.935550990787314
17,0.0,2.37924324388311
18,0.0,0.537800449657196
19,0.0,1.625957783070923
20,0.0,4.62351696811801
21,0.0,0.6663594319442647
22,0.0,5.5574471954284
23,0.0,1.0943191855998253
24,0.0,1.275203710612821
25,0.0,1.8397293952280311
