frame,rotation_correction_deg,translation_correction_cm
275,0.0,3.3211324907001294
276,0.0,5.873269979814251
277,0.0,1.7072220717358342
278,0.0,3.777055195651107
279,0.0,3.393782657258838
280,0.0,4.82325140775723
281,0.0,7.267935722081489
282,0.0,4.868093098020579
283,0.0,14.771389431923316
284,0.0,20.680439866752412
285,0.0,63.89405006228179
286,0.0,21.259282229193126
287,0.0,13.634295666444476
288,0.0,4.563533333317975
289,0.0,7.026720309700038
290,0.0,1.8687169426990509
291,0.0,6.8938422164712785
292,0.0,5.138918293984625
293,0.0,1.1190748130203416
294,0.0,1.3498216181935723
295,0.0,1.1694815919023818
