frame,silhouette_iou,chamfer_cm,observation_to_mesh_cm,mesh_to_observation_cm,rotation_change_deg,translation_change_cm,symmetry_shape_error_ratio,large_rotation_jump,possible_symmetry_flip
74,0.857428484,2.16660797,2.12417363,2.2090423,nan,nan,nan,0,0
75,0.830363999,2.31579212,2.33770968,2.29387455,1.19673776,3.18362868,nan,0,0
76,0.803089097,1.95459862,1.97242871,1.93676853,1.64797913,1.13246095,nan,0,0
77,0.802472024,1.97547153,2.10754357,1.84339949,2.25990322,0.573899705,nan,0,0
78,0.806078148,2.03079279,2.11544392,1.94614166,2.37525185,2.3865473,nan,0,0
79,0.84470387,2.78841254,2.60610156,2.97072351,2.88354053,7.15138983,nan,0,0
80,0.859029239,3.09386361,2.73351433,3.45421289,2.56202097,2.61505707,nan,0,0
81,0.851026851,2.35576817,2.19262595,2.5189104,2.01997588,0.960471917,nan,0,0
82,0.815823201,1.71704761,1.75921196,1.67488326,1.18015173,3.98776819,nan,0,0
83,0.807415944,1.65064158,1.71039755,1.5908856,1.76186736,1.9599742,nan,0,0
84,0.795667679,2.01683222,2.15684177,1.87682268,1.8790637,0.927504495,nan,0,0
85,0.802192134,2.10321976,2.09758934,2.10885018,2.45248789,0.520380756,nan,0,0
86,0.811004562,2.09028219,2.20334158,1.97722279,2.13825769,4.15251844,nan,0,0
87,0.790980651,2.11663924,2.16024606,2.07303243,1.88295377,2.49355006,nan,0,0
88,0.739242358,1.91529771,1.94346854,1.88712688,1.3932357,5.91192569,nan,0,0
89,0.729506557,2.15106879,2.22946102,2.07267657,1.30401708,2.91980834,nan,0,0
90,0.755892872,2.04964773,2.05578448,2.04351097,1.17532676,3.54122429,nan,0,0
91,0.755498202,1.95016735,1.91117808,1.98915663,1.36819628,3.33393381,nan,0,0
92,0.739991459,1.92123944,1.90885044,1.93362843,1.17214896,1.50425855,nan,0,0
93,0.763399877,1.93780238,1.8388089,2.03679587,0.887087597,2.59371641,nan,0,0
94,0.793504528,1.70575984,1.69189899,1.71962069,0.458324259,4.11944946,nan,0,0
