outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.08623554684342727,1.667096623146405e-07,5,2,True,7371,0,0,1.0,`ftol` termination condition is satisfied.
2,0.09049096648008215,2.032214508015853e-07,5,2,True,7464,0,0,1.0,`ftol` termination condition is satisfied.
