frame,tracking_order,direction,variant,boundary_seed,rotation_step_from_initial_deg,translation_step_from_initial_cm,observation_to_template_cm,icp_fitness,icp_inlier_rmse_cm,iterations,termination,available_correspondences,retained_correspondences
9,20,backward,robust,False,1.9067161243125443,2.169013266077409,1.8383792583907548,0.9979,1.286149248149118,50,maximum_iterations,9979,7984
10,19,backward,robust,False,4.878913485148506,1.6077991995766105,1.7485169797986426,0.9968,1.2412144618469045,50,maximum_iterations,9968,7975
11,18,backward,robust,False,14.735596668427874,9.804778979149313,2.103531363938231,0.9827,1.3205083862179123,50,maximum_iterations,9827,7862
12,17,backward,robust,False,5.316817702888612,5.476587091242411,2.1019235775700222,0.9872,1.4338912332679241,50,maximum_iterations,9872,7898
13,16,backward,robust,False,4.55109923376229,1.1628267567445612,1.894982572059282,0.9903,1.2608944584837838,50,maximum_iterations,9903,7923
14,15,backward,robust,False,10.336696513320216,7.595781181827871,2.2280788650369208,0.9799,1.4153289150988844,50,maximum_iterations,9799,7840
15,14,backward,robust,False,4.364270316134062,3.410962418132106,1.941820998056162,0.9909,1.24463356785743,50,maximum_iterations,9909,7928
16,13,backward,robust,False,1.3592888358807975,1.086364641697939,1.7151303931166029,0.9959,1.2276692814266341,50,maximum_iterations,9959,7968
17,12,backward,robust,False,4.726031486307437,3.332145874064143,1.625626419274057,0.9958,1.1337054417771493,50,maximum_iterations,9958,7967
18,11,backward,robust,False,1.9932507345667896,1.7766463433762234,1.895352088557865,0.9918,1.20467275222355,50,maximum_iterations,9918,7935
19,10,backward,robust,False,2.433075867443535,0.7502349602854291,1.8761065874291387,0.9908,1.1897972535273162,50,maximum_iterations,9908,7927
20,9,backward,robust,False,1.7357253742022907,1.874146455962939,1.9217029571857231,0.9857,1.202812264122342,50,maximum_iterations,9857,7886
21,8,backward,robust,False,2.8473878134012898,3.905422479174497,2.253927250074919,0.9646,1.2502443452555116,50,maximum_iterations,9646,7717
22,7,backward,robust,False,1.7112012428670553,2.2571861252974386,2.229036205124515,0.9724,1.2917912610578173,50,maximum_iterations,9724,7780
23,6,backward,robust,False,2.1358081805847315,1.6280170879514615,1.8801009715813257,0.9958,1.213533563868607,50,maximum_iterations,9958,7967
24,5,backward,robust,False,2.764712538311293,1.3020059809459739,2.228774302932526,0.9694,1.2443159672927437,50,maximum_iterations,9694,7756
25,4,backward,robust,False,1.7306564268860485,0.9603552523264897,1.9109902535929535,0.9973,1.3421478795116426,50,maximum_iterations,9973,7979
26,3,backward,robust,False,2.559061135789651,1.4718398841397629,1.949877306636825,0.9983,1.3916350365268546,50,maximum_iterations,9983,7987
27,2,backward,robust,False,3.153654503015388,1.5476107340945293,2.5162464536033142,0.9553,1.3954781259491609,50,maximum_iterations,9553,7643
28,1,backward,robust,False,1.7299037564159936,0.8691711028708667,2.522271333309014,0.9786,1.6659003845973988,50,maximum_iterations,9786,7829
29,0,backward,robust,True,2.7016742924141672,0.39505889454245985,2.6477859222201223,0.9861,1.8219555350426262,50,maximum_iterations,9861,7889
