frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
252,24,3,2.128281726460404,1.0,2.2142102730597286
253,24,1,1.6988676420230295,1.0,1.689958137535872
254,24,1,1.8080827368625179,1.0,1.83850086532855
255,24,4,2.7155638427534274,0.9948,2.8902298280632044
256,24,10,2.658989961811751,1.0,2.5529606815943775
257,24,1,2.7958228892396653,1.0,2.7399473243477117
258,24,1,2.858614709041919,1.0,2.6945743170843346
259,24,1,2.5161220918725355,1.0,2.390679150195552
260,24,1,4.618716370670318,0.977,3.5621636603755844
261,24,10,2.693738009056394,0.9958,2.654532836184733
262,24,1,2.587484576418026,1.0,2.633238802093537
263,24,1,2.7620953892969493,1.0,2.814106459276871
264,24,1,2.7623179057763934,1.0,2.7722265702813655
265,24,1,2.677446390178197,0.9996,2.66446345734555
266,24,1,2.4189752143207977,1.0,2.4074386049835654
267,24,1,2.468527755097992,0.9994,2.3741729880827442
268,24,1,2.2123179675621363,1.0,2.429040068770141
269,24,1,2.231872582314614,1.0,2.5312830289834634
270,24,1,1.9366660524109882,1.0,2.0863015920800776
271,24,10,1.6545801955819783,1.0,1.869558606620312
272,24,4,1.4927179262067238,1.0,1.6304050966461894
