frame,rotation_correction_deg,translation_correction_cm
320,0.0,2.87430926380462
321,0.0,1.9506851670624006
322,0.0,2.510713443833608
323,0.0,1.4485600289748173
324,0.0,0.9531621039788992
325,0.0,0.8438546052365867
326,0.0,4.164879002377082
327,0.0,0.9518311589444113
328,0.0,3.849123099010907
329,0.0,1.2923078495795994
330,0.0,2.187294688688445
331,0.0,1.6926252124260657
332,0.0,1.9264896031254641
333,0.0,3.659043357592754
334,0.0,2.481580299369472
335,0.0,0.7060930783742246
336,0.0,2.5700457866784
337,0.0,1.2820391116997778
338,0.0,0.5387179226870366
339,0.0,1.5636344707223242
340,0.0,2.3209808230574307
