outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.04661610192863175,6.490899919903651e-07,4,2,True,8381,0,0,1.0,`ftol` termination condition is satisfied.
2,0.045583188729452884,4.768696502668623e-07,5,2,True,8381,0,0,1.0,`ftol` termination condition is satisfied.
