frame,tracking_order,direction,variant,boundary_seed,rotation_step_from_initial_deg,translation_step_from_initial_cm,observation_to_template_cm,icp_fitness,icp_inlier_rmse_cm,iterations,termination,available_correspondences,retained_correspondences
66,20,backward,sequential,False,3.4441202612011668,1.2992451367147766,4.181627875244844,0.9896,1.5145470774556675,,open3d_or_translation_icp,,
67,19,backward,sequential,False,4.3981450081852485,4.754731810021692,4.595671014780424,0.9918,1.5799152978997815,,open3d_or_translation_icp,,
68,18,backward,sequential,False,1.3563571865318236,2.890706361128325,4.5277522808876345,0.9896,1.478322920383386,,open3d_or_translation_icp,,
69,17,backward,sequential,False,6.285715269900312,3.016339805246528,4.685621540290756,0.9896,1.413370503565997,,open3d_or_translation_icp,,
70,16,backward,sequential,False,3.2600951147646526,2.0045683444987543,4.338712711244522,0.991,1.454916602249172,,open3d_or_translation_icp,,
71,15,backward,sequential,False,1.3971522538113246,0.31689233593294186,4.750181638288331,0.9898,1.4301633363122581,,open3d_or_translation_icp,,
72,14,backward,sequential,False,1.9840500319311525,1.226289368286843,4.4683555395643015,0.991,1.4565380735324653,,open3d_or_translation_icp,,
73,13,backward,sequential,False,1.2412930282963799,2.4733461046130913,3.3514082756526204,0.9944,1.6620224952570775,,open3d_or_translation_icp,,
74,12,backward,sequential,False,2.0898671565189506,0.9758301699279446,3.3121280012013163,0.9972,1.5551488961160058,,open3d_or_translation_icp,,
75,11,backward,sequential,False,9.374215160155076,6.572657401678467,3.9951306574247765,0.995,1.5699833923018602,,open3d_or_translation_icp,,
76,10,backward,sequential,False,1.7351452374915468,1.8130897187909314,4.135073692271509,0.9902,1.3491241477061267,,open3d_or_translation_icp,,
77,9,backward,sequential,False,3.6820889351906723,2.2513579444912684,3.9932502057157824,0.9898,1.4199530292071114,,open3d_or_translation_icp,,
78,8,backward,sequential,False,1.7024001217698859,7.442429966101316,5.094230752774884,0.9896,1.4996036575808784,,open3d_or_translation_icp,,
79,7,backward,sequential,False,3.4496559827249778,1.484076591319214,4.373039654392031,0.9898,1.4407826727256763,,open3d_or_translation_icp,,
80,6,backward,sequential,False,2.399951588650508,5.691928607449344,4.873254176171827,0.9898,1.3816987992313456,,open3d_or_translation_icp,,
81,5,backward,sequential,False,6.953474782709707,3.7034337194016276,5.082200419523095,0.9914,1.4377117115727758,,open3d_or_translation_icp,,
82,4,backward,sequential,False,6.492944797040493,6.74033495304812,5.5559730319768175,0.9902,1.3728667104523482,,open3d_or_translation_icp,,
83,3,backward,sequential,False,2.900849540672195,1.5444071430068274,4.577506559689228,0.9914,1.3717192708363972,,open3d_or_translation_icp,,
84,2,backward,sequential,False,2.2347746012254532,1.9518119004045282,4.934733454722974,0.991,1.7628841009487355,,open3d_or_translation_icp,,
85,1,backward,sequential,False,2.9427382274844054,2.8935260655712023,5.157162023144008,0.9916,1.616749617434981,,open3d_or_translation_icp,,
86,0,backward,sequential,True,0.25084605617661176,0.11731675957478759,4.241729101036994,0.9902,1.5946600193205196,,open3d_or_translation_icp,,
