frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
74,1,0,2.6228874672528506,0.9712,2.6166546174161036
75,1,0,2.874992534322937,0.969,2.6515814075822184
76,1,0,2.548974288494605,0.9722,2.4965094375780814
77,1,0,2.5547085420214994,0.9694,2.167815233580963
78,1,0,2.4465931978684985,0.9692,2.183619464221975
79,1,0,3.05030447921102,0.973,2.849782160298471
80,1,0,2.6181949720278896,0.9702,2.518209298641874
81,1,0,2.970407783748384,0.9718,2.6152666107588805
82,1,0,2.5285129551005565,0.9714,2.1703914519456724
83,1,0,2.398934632862974,0.9686,2.0353949360947987
84,1,0,2.81740157774308,0.9728,2.343110345439323
85,1,0,2.688740846036651,0.9706,2.308554322797471
86,1,0,2.795374337451497,0.9666,2.091360634156419
87,1,0,2.6115888231323754,0.9662,2.1317150821137245
88,1,0,2.671073944471424,0.9678,2.333536754558695
89,1,0,2.647429678386913,0.9686,2.266535453020212
90,1,0,2.369663485953908,0.9674,2.0524634929034944
91,1,0,2.6259015396574172,0.9672,2.274797958798332
92,1,0,2.4919091401936537,0.9664,2.303066532492869
93,1,0,2.2500486977471224,0.9678,2.1721321957573623
94,1,0,2.398102052367656,0.9682,2.1401220148726137
