frame,selected_candidate,selection_chamfer_cm,normalized_data_cost,rotation_change_deg,translation_change_cm,transition_cost,cumulative_objective
252,3,2.128281726460366,0.019259160506094868,0.0,0.0,0.0,0.019259160506094868
253,1,1.698867642023019,0.015373324024516334,4.138704848984919,5.617923936205168,0.003346427800043267,0.037978912330654466
254,1,1.8080827368625096,0.01636162882225585,1.6443754133894262,2.3823823043013865,0.0005976186610532789,0.05493815981396359
255,4,2.715563842753419,0.024573569965813363,175.30629445603793,5.529427923006215,0.3445274226034284,0.4240391523832054
256,10,2.658989961811763,0.02406162390154858,176.1892802863844,11.61965275160701,0.35842010509383865,0.8065208813785927
257,1,2.7958228892396972,0.02529984686756364,3.2877855168714807,0.6129050432027568,0.00015767118814222477,0.8319783994342985
258,1,2.8586147090419107,0.025868060051469455,21.458235701400973,10.346950582349294,0.015822115073323165,0.8736685745590911
259,1,2.5161220918725133,0.022768789779019104,4.897047343658481,4.5167043427795255,0.002306518175186482,0.8987438825132966
260,1,4.618716370670282,0.0417955004776589,5.298831073827438,53.848034013053805,0.29027305015986615,1.2308124331508217
261,10,2.693738009056405,0.024376064518520337,9.87237937739751,53.84090416062553,0.290967228023047,1.546155725692389
262,1,2.58748457641803,0.023414560274009732,7.015393649657751,1.8071997814335914,0.0008734387501086766,1.5704437247165075
263,1,2.762095389296954,0.02499464134576136,7.494791688941366,4.38018601632347,0.0025427352033220614,1.597981101265591
264,1,2.762317905776379,0.02499665493284394,2.2373186002539533,10.762931721154553,0.011639687640301736,1.6346174438387366
265,1,2.6774463901782024,0.024228639063056195,2.5498469593752047,3.5844479887556244,0.0013570680663675904,1.6602031509681605
266,1,2.4189752143207675,0.021889692202709643,3.493979319669758,10.253429427972826,0.010648924742178354,1.6927417679130485
267,1,2.4685277550979867,0.022338101040904428,1.7620098807622342,5.708860064252,0.0032936047546533983,1.7183734737086063
268,1,2.2123179675621727,0.020019617843855465,5.811987140072482,6.477672739046474,0.004571348794933782,1.7429644403473956
269,1,2.231872582314607,0.02019657066897713,6.461428641403722,6.50160862216408,0.004690981024112635,1.7678519920404854
270,1,1.9366660524109656,0.017525199735713898,6.653081966446296,4.335256986871176,0.002371261977024345,1.7877484537532236
271,10,1.6545801955819974,0.014972559864016174,1.9426594327339344,3.5670663338575075,0.0013143287304760768,1.8040353423477158
272,4,1.4927179262067283,0.013507842394039286,2.558593754610731,6.158439872742999,0.00386537596663167,1.8214085607083867
