outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.07774389407561433,6.846854157949091e-07,5,2,True,8381,0,4987,1.0,`ftol` termination condition is satisfied.
2,0.06168187547410309,6.664299889332115e-07,5,2,True,8380,0,4985,1.0,`ftol` termination condition is satisfied.
