outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.03860679941177114,6.489594564119922e-07,5,2,True,8145,0,0,1.0,`ftol` termination condition is satisfied.
2,0.02649592758541819,4.947874162939397e-07,5,2,True,8145,0,0,1.0,`ftol` termination condition is satisfied.
