outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.06255600815119178,7.96980709311576e-07,5,2,True,8376,0,4947,1.0,`ftol` termination condition is satisfied.
2,0.05303709381502997,9.277289941474123e-07,6,2,True,8376,0,4934,1.0,`ftol` termination condition is satisfied.
