frame,candidate_count,selected_candidate,selection_chamfer_cm,icp_fitness,icp_inlier_rmse_cm
74,24,11,2.2517562130201956,0.9948,2.642165198931109
75,24,4,2.3769980328271614,0.9896,2.6262170148780872
76,24,11,2.0345463939389608,0.9968,2.482436811376283
77,24,4,2.0875367843500303,1.0,2.3065628506026865
78,24,4,1.9881955332305967,0.995,2.2692242268395324
79,24,4,2.4898104313481757,0.9942,2.806957145204457
80,24,4,2.2710875431297697,0.9816,2.5221906981390685
81,24,15,2.101842558315607,1.0,2.445397359705813
82,24,3,1.7873828592703094,1.0,1.9829108892055525
83,24,3,1.6130324122094593,1.0,1.8421716082171384
84,24,15,1.9221897117714128,1.0,2.230292702398975
85,24,4,2.0082898025187794,0.991,2.1653873359938
86,24,4,1.8240966699598238,1.0,1.9495427997969395
87,24,11,1.8225415794104791,1.0,2.0237250782717786
88,24,15,1.9040440930841296,1.0,2.331174545528876
89,24,4,1.8322980355249319,1.0,2.149417931859341
90,24,11,1.6768516802533355,1.0,2.2139652861959562
91,24,15,1.9122666557014258,0.9912,2.273033132184373
92,24,15,1.8472082673844383,0.9974,2.2701968300342776
93,24,11,1.666036605123477,0.9922,2.191074883118528
94,24,11,1.6655116173028888,0.9964,2.1114385990835602
