outer_iteration,cost,optimality,function_evaluations,status,success,geometry_correspondences,frames_without_geometry,mask_correspondences,scale,message
1,0.3399225454921875,3.1785156100708846e-06,7,2,True,8101,0,0,1.0,`ftol` termination condition is satisfied.
2,0.1881471859163586,2.5555447100678284e-06,6,2,True,7917,0,0,1.0,`ftol` termination condition is satisfied.
