frame,tracking_order,direction,variant,boundary_seed,rotation_step_from_initial_deg,translation_step_from_initial_cm,observation_to_template_cm,icp_fitness,icp_inlier_rmse_cm,iterations,termination,available_correspondences,retained_correspondences
252,20,backward,sequential,False,4.414830703036476,5.576031837703451,2.2920480019787504,1.0,2.2142582917973304,,open3d_or_translation_icp,,
253,19,backward,sequential,False,1.6137640190483726,2.3750052743066377,1.9102371821974817,1.0,1.6900604349748476,,open3d_or_translation_icp,,
254,18,backward,sequential,False,6.116409003244861,6.90092673973474,2.0043550477838656,1.0,1.838557804887123,,open3d_or_translation_icp,,
255,17,backward,sequential,False,6.286555028668971,10.584895977228141,3.130797033089758,0.9976,2.952172331126345,,open3d_or_translation_icp,,
256,16,backward,sequential,False,3.3655636969814675,0.7592468835509918,3.1586012604219884,1.0,2.5351141395285293,,open3d_or_translation_icp,,
257,15,backward,sequential,False,21.407139317323423,10.189272010760417,3.2809967759635676,1.0,2.739764834791064,,open3d_or_translation_icp,,
258,14,backward,sequential,False,4.89109255973328,4.367328300726549,3.391031467275613,1.0,2.693904558725757,,open3d_or_translation_icp,,
259,13,backward,sequential,False,1.1251689461027825,2.437987919297581,3.090989800807593,1.0,2.3896695407948174,,open3d_or_translation_icp,,
260,12,backward,sequential,False,0.0,0.0,34.26299474602537,0.0,0.0,,open3d_or_translation_icp,,
261,11,backward,sequential,False,3.9385207109102356,3.5125330143507862,3.212480023169035,1.0,2.6499349513473254,,open3d_or_translation_icp,,
262,10,backward,sequential,False,7.377486461198763,4.482997651914807,3.0547428185701393,1.0,2.6276281119285554,,open3d_or_translation_icp,,
263,9,backward,sequential,False,2.1748457342620906,10.658013103852383,3.130481979870915,1.0,2.8137490768368307,,open3d_or_translation_icp,,
264,8,backward,sequential,False,2.4288734378984693,3.718475400096461,3.1747806953900684,1.0,2.771709906310046,,open3d_or_translation_icp,,
265,7,backward,sequential,False,3.5727712500886923,10.219446733009049,3.1634888792158393,0.9996,2.6622818896862253,,open3d_or_translation_icp,,
266,6,backward,sequential,False,1.705299317028038,5.367159747771057,2.91451273902563,1.0,2.4064073008150118,,open3d_or_translation_icp,,
267,5,backward,sequential,False,5.741038963034918,6.676097209220464,3.0627656298839208,0.9994,2.374431726260155,,open3d_or_translation_icp,,
268,4,backward,sequential,False,6.148697539552431,6.304778880118668,2.402260213841864,1.0,2.4300969489818853,,open3d_or_translation_icp,,
269,3,backward,sequential,False,6.472445255728219,4.525323178822497,2.5023632849254964,0.9998,2.5230227969171573,,open3d_or_translation_icp,,
270,2,backward,sequential,False,1.337117183093286,3.664842178295001,2.062379851535206,1.0,2.086878524537357,,open3d_or_translation_icp,,
271,1,backward,sequential,False,2.3608934085334203,6.266430880183949,1.7852330463159392,1.0,1.861092345276584,,open3d_or_translation_icp,,
272,0,backward,sequential,True,0.0027825815240569785,0.00939221460372216,1.639604200508148,1.0,1.630354848580982,,open3d_or_translation_icp,,
